,Date,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,Season#,Season,Month,region
28,6/12/2016,1.15,3443333.94,593779.04,1519607.27,285261.84,1044685.79,858070.55,135926.11,50689.13,conventional,2016,2,Summer,6,GreatLakes
28,6/12/2016,1.15,3122351.17,677443.53,1422914,229464.95,792528.69,711257.87,50027.88,31242.94,conventional,2016,2,Summer,6,Midsouth
28,6/12/2016,1.34,4599028.54,201927.9,2903948.28,135414.25,1357738.11,1246079.71,80946.35,30712.05,conventional,2016,2,Summer,6,Northeast
28,6/12/2016,1.19,472020.49,48479.14,307758.96,30137.67,85644.72,82839.72,0,2805,conventional,2016,2,Summer,6,NorthernNewEngland
28,6/12/2016,1.04,2104834.28,892690.24,628986.82,11290.7,571866.52,518050.97,28877.41,24938.14,conventional,2016,2,Summer,6,Plains
28,6/12/2016,0.85,6195284.67,3356663.69,1079764.01,423778.7,1335078.27,964900.17,307836.87,62341.23,conventional,2016,2,Summer,6,SouthCentral
28,6/12/2016,1.07,3393712.37,1757284.4,592433.27,30505.16,1013489.54,641109.21,295047.83,77332.5,conventional,2016,2,Summer,6,Southeast
28,6/12/2016,0.92,6216040.13,2213963.72,1516386.11,162974.69,2322715.61,1528937.12,787095.9,6682.59,conventional,2016,2,Summer,6,West
28,6/12/2016,1.34,152083.91,4237.01,93651.84,123.81,54071.25,17489.33,36581.92,0,organic,2016,2,Summer,6,GreatLakes
28,6/12/2016,1.46,112023.04,3277.1,51346.96,2683.28,54715.7,31064.03,23651.67,0,organic,2016,2,Summer,6,Midsouth
28,6/12/2016,1.71,93841.12,6582.57,25151.17,1518,60589.38,48533.11,12056.27,0,organic,2016,2,Summer,6,Northeast
28,6/12/2016,0.99,4574.17,0,105.39,0,4468.78,4468.78,0,0,organic,2016,2,Summer,6,NorthernNewEngland
28,6/12/2016,1.63,51075.07,5529.79,22175.76,2574.67,20794.85,16998.34,3796.51,0,organic,2016,2,Summer,6,Plains
28,6/12/2016,1.11,120789.79,40677.24,7936.51,359.3,71816.74,63793.15,8023.59,0,organic,2016,2,Summer,6,SouthCentral
28,6/12/2016,1.31,69103.23,17831.12,14124.16,609.14,36538.81,24093.3,12445.51,0,organic,2016,2,Summer,6,Southeast
28,6/12/2016,1.6,183825.41,73423.24,87335.68,755.62,22310.87,11351.58,10959.29,0,organic,2016,2,Summer,6,West
27,6/19/2016,1.1,3955098.89,608467.47,1766243.34,431784.45,1148603.63,804836.17,242409.56,101357.9,conventional,2016,2,Summer,6,GreatLakes
27,6/19/2016,1.16,3304967.62,674982.83,1530425.54,230513.77,869045.48,750464.94,81187.92,37392.62,conventional,2016,2,Summer,6,Midsouth
27,6/19/2016,1.4,4506892.62,184730.86,2920243.12,132512.61,1269406.03,1164066.13,74863.78,30476.12,conventional,2016,2,Summer,6,Northeast
27,6/19/2016,1.26,485945.76,53199.36,322695.72,27247.57,82803.11,80128.11,0,2675,conventional,2016,2,Summer,6,NorthernNewEngland
27,6/19/2016,0.87,2559002.86,1093072.84,925765.95,11009.71,529154.36,475718.48,41103.42,12332.46,conventional,2016,2,Summer,6,Plains
27,6/19/2016,0.89,6005535.29,3271758.23,1118582.85,346244.07,1268950.14,1062854.49,167590.92,38504.73,conventional,2016,2,Summer,6,SouthCentral
27,6/19/2016,0.94,4665536.74,2441553.39,936051.48,30691.31,1257240.56,699685.23,498428.66,59126.67,conventional,2016,2,Summer,6,Southeast
27,6/19/2016,0.86,6964845.92,2805282.99,1600273.86,140268.18,2419020.89,1643598.7,767883.69,7538.5,conventional,2016,2,Summer,6,West
27,6/19/2016,1.23,160564.92,4587.03,89031.53,140.23,66806.13,17993.87,48812.26,0,organic,2016,2,Summer,6,GreatLakes
27,6/19/2016,1.36,112443.19,3446.9,49675.69,2822.9,56497.7,26422.55,30075.15,0,organic,2016,2,Summer,6,Midsouth
27,6/19/2016,1.9,116678.91,4676.97,25454.23,332.09,86215.62,75420.09,10795.53,0,organic,2016,2,Summer,6,Northeast
27,6/19/2016,1.42,10848.56,3.88,144.87,0,10699.81,10699.81,0,0,organic,2016,2,Summer,6,NorthernNewEngland
27,6/19/2016,1.63,57957.05,6103.01,24050.77,7860.59,19942.68,14701.78,5240.9,0,organic,2016,2,Summer,6,Plains
27,6/19/2016,1.14,113554.54,39133.12,7833.94,0,66587.48,56430.45,10157.03,0,organic,2016,2,Summer,6,SouthCentral
27,6/19/2016,1.22,68218.09,15584.56,13257.71,654.68,38721.14,23160.93,15560.21,0,organic,2016,2,Summer,6,Southeast
27,6/19/2016,1.49,244706.99,70317.09,133145.27,206.8,41037.83,17327.6,23710.23,0,organic,2016,2,Summer,6,West
26,6/26/2016,1.13,3643417.33,609218.12,1609911.48,376048.28,1048239.45,778315.95,180042.48,89881.02,conventional,2016,2,Summer,6,GreatLakes
26,6/26/2016,1.17,3095673.83,590854.99,1468309.1,204710.19,831799.55,740396.18,58981.95,32421.42,conventional,2016,2,Summer,6,Midsouth
26,6/26/2016,1.28,4840949.87,190136.57,3188127.73,118844.6,1343840.97,1233605.4,78613.54,31622.03,conventional,2016,2,Summer,6,Northeast
26,6/26/2016,1.28,497816.81,63778.16,323719.54,20456.9,89862.21,85807.21,0,4055,conventional,2016,2,Summer,6,NorthernNewEngland
26,6/26/2016,1.03,2101835.6,1040820.26,490842.47,9370.21,560802.66,510422.91,25086.66,25293.09,conventional,2016,2,Summer,6,Plains
26,6/26/2016,0.89,6046264.46,3148031.62,995499.7,425639.83,1477093.31,1226901.91,190503.41,59687.99,conventional,2016,2,Summer,6,SouthCentral
26,6/26/2016,1.09,3619364.21,1630877.04,777463.11,26639.39,1184384.67,850211.6,280635.29,53537.78,conventional,2016,2,Summer,6,Southeast
26,6/26/2016,0.87,6862241.03,2645564.44,1532440.38,135483.56,2548752.65,1853714.65,687801.75,7236.25,conventional,2016,2,Summer,6,West
26,6/26/2016,1.34,129807.8,3994.35,71081.68,24.15,54707.62,20982.99,33724.63,0,organic,2016,2,Summer,6,GreatLakes
26,6/26/2016,1.51,106015.19,4531.56,46700.52,3113.92,51669.19,29798.55,21870.64,0,organic,2016,2,Summer,6,Midsouth
26,6/26/2016,1.91,115923.75,5040.13,25774.91,533.88,84574.83,74389.86,10184.97,0,organic,2016,2,Summer,6,Northeast
26,6/26/2016,1.46,12472.06,1.3,149.6,0,12321.16,12321.16,0,0,organic,2016,2,Summer,6,NorthernNewEngland
26,6/26/2016,1.63,52284.1,5251.61,22040.06,1998.21,22994.22,16106.91,6887.31,0,organic,2016,2,Summer,6,Plains
26,6/26/2016,1.17,114148.17,40284.96,7267.68,0,66595.53,61928.4,4667.13,0,organic,2016,2,Summer,6,SouthCentral
26,6/26/2016,1.31,71367.79,20353.71,13495.03,848.58,36670.47,22878.16,13792.31,0,organic,2016,2,Summer,6,Southeast
26,6/26/2016,1.56,213439.57,57147.64,101491.99,226.13,54573.81,17817.37,36756.44,0,organic,2016,2,Summer,6,West
25,7/3/2016,1.13,4020724.58,574425.88,1781703.48,367119.34,1297475.88,930189.98,261535.63,105750.27,conventional,2016,2,Summer,7,GreatLakes
25,7/3/2016,1.15,3393696.45,653109.17,1523684.65,213314.73,1003587.9,827533.73,98647.47,77406.7,conventional,2016,2,Summer,7,Midsouth
25,7/3/2016,1.41,4486744.99,210728.65,2669362.44,123210.02,1483443.88,1330833.02,82816.01,69794.85,conventional,2016,2,Summer,7,Northeast
25,7/3/2016,1.29,525917.26,78903.78,321186.45,14095.91,111731.12,102068.55,7.57,9655,conventional,2016,2,Summer,7,NorthernNewEngland
25,7/3/2016,1.05,2259572.01,684349.38,761167.83,10691.9,803362.9,717323.25,34035.78,52003.87,conventional,2016,2,Summer,7,Plains
25,7/3/2016,0.91,6494533.3,3114586.75,1226469.49,522836.75,1630640.31,1398829.45,124715.63,107095.23,conventional,2016,2,Summer,7,SouthCentral
25,7/3/2016,0.91,5432816.58,2549452.95,1175338.87,30343.48,1677681.28,1031656.46,559976.48,86048.34,conventional,2016,2,Summer,7,Southeast
25,7/3/2016,0.97,6817643.13,2313258.79,1738562.93,137804.75,2628016.66,2009090.39,606174.1,12752.17,conventional,2016,2,Summer,7,West
25,7/3/2016,1.22,110335.56,3912.39,57062.77,3.22,49357.18,17772.03,31585.15,0,organic,2016,2,Summer,7,GreatLakes
25,7/3/2016,1.52,106192.85,3151.7,49420.99,3476.87,50143.29,27090.98,23052.31,0,organic,2016,2,Summer,7,Midsouth
25,7/3/2016,1.86,152428.41,6218.3,33938.57,1960.35,110311.19,98420.14,11891.05,0,organic,2016,2,Summer,7,Northeast
25,7/3/2016,1.33,29132.17,1.3,335.95,0,28794.92,28794.92,0,0,organic,2016,2,Summer,7,NorthernNewEngland
25,7/3/2016,1.63,50608.69,3410.77,21334.93,5331.39,20531.6,11798.14,8733.46,0,organic,2016,2,Summer,7,Plains
25,7/3/2016,1.13,111340.2,45145.4,8701.71,0,57493.09,55392.77,2100.32,0,organic,2016,2,Summer,7,SouthCentral
25,7/3/2016,1.16,87258.97,15707.89,15614.27,956.86,54979.95,38190.18,16789.77,0,organic,2016,2,Summer,7,Southeast
25,7/3/2016,1.47,245935.09,57696.2,84970.72,146.71,103121.46,29715.52,73405.94,0,organic,2016,2,Summer,7,West
24,7/10/2016,1.24,3327062.2,478536.66,1500516.86,328564.87,1019443.81,686496.96,228290.63,104656.22,conventional,2016,2,Summer,7,GreatLakes
24,7/10/2016,1.19,3221650.74,607742.57,1498358.41,198307.05,917242.71,753805.95,84303.2,79133.56,conventional,2016,2,Summer,7,Midsouth
24,7/10/2016,1.33,4487625.78,316659.6,2589205.84,99899.13,1481861.21,1316229.18,107324.46,58307.57,conventional,2016,2,Summer,7,Northeast
24,7/10/2016,1.06,569327.81,134476.2,339263.01,10102.89,85485.71,77486.39,4.32,7995,conventional,2016,2,Summer,7,NorthernNewEngland
24,7/10/2016,1.09,2028847.18,691422.45,634634.29,16160.39,686630.05,614584.95,22163.03,49882.07,conventional,2016,2,Summer,7,Plains
24,7/10/2016,0.91,5646460.01,3069816.49,1012709.72,189691.87,1374241.93,1233354.94,92635.95,48251.04,conventional,2016,2,Summer,7,SouthCentral
24,7/10/2016,1.1,3646868.94,1599856.44,848789.03,29960.26,1168263.21,785436.82,322739.72,60086.67,conventional,2016,2,Summer,7,Southeast
24,7/10/2016,1.01,6487362.71,2293685.5,1475916.77,111309.46,2606450.98,1823295.07,762671.3,20484.61,conventional,2016,2,Summer,7,West
24,7/10/2016,1.16,130838.45,4126.55,56807.6,4.8,69899.5,15124.86,54774.64,0,organic,2016,2,Summer,7,GreatLakes
24,7/10/2016,1.6,105955.43,3422.52,52485.19,3438.89,46608.83,28960.77,17648.06,0,organic,2016,2,Summer,7,Midsouth
24,7/10/2016,1.99,131639.67,7293.52,31729.48,2223.61,90393.06,83325.05,7068.01,0,organic,2016,2,Summer,7,Northeast
24,7/10/2016,1.45,14482.73,5.19,145.3,0,14332.24,14332.24,0,0,organic,2016,2,Summer,7,NorthernNewEngland
24,7/10/2016,1.7,48278.48,3311.13,21765.75,5489.97,17711.63,9276.63,8435,0,organic,2016,2,Summer,7,Plains
24,7/10/2016,1.18,106469.22,40521.68,7584.26,0,58363.28,54171.61,4191.67,0,organic,2016,2,Summer,7,SouthCentral
24,7/10/2016,1.4,80274.62,16115.35,16079.41,930.51,47149.35,35176.48,11972.87,0,organic,2016,2,Summer,7,Southeast
24,7/10/2016,1.54,226554.8,47697,78885.22,81.91,99890.67,60450.95,39439.72,0,organic,2016,2,Summer,7,West
23,7/17/2016,1.25,3267857.63,429390.43,1441657.56,291136.56,1105673.08,754051.14,256758.81,94863.13,conventional,2016,2,Summer,7,GreatLakes
23,7/17/2016,1.26,2940448.51,582052.07,1272165.13,137997.09,948234.22,794533.1,82513.33,71187.79,conventional,2016,2,Summer,7,Midsouth
23,7/17/2016,1.49,3736814.35,196491.18,2123945.28,74756.02,1341621.87,1208291.71,68637.43,64692.73,conventional,2016,2,Summer,7,Northeast
23,7/17/2016,1.37,412386.17,75192.37,228099.87,7593.24,101500.69,94129.58,0,7371.11,conventional,2016,2,Summer,7,NorthernNewEngland
23,7/17/2016,1.15,1865426.77,615734.77,583708.66,11130.38,654852.96,590322.87,30454.97,34075.12,conventional,2016,2,Summer,7,Plains
23,7/17/2016,0.94,5449441.63,2950117.14,1052370.81,44558.77,1402394.91,1297883.28,87850.35,16661.28,conventional,2016,2,Summer,7,SouthCentral
23,7/17/2016,1.15,3408142.71,1466379.21,813315.42,20301.82,1108146.26,705840.64,335918.68,66386.94,conventional,2016,2,Summer,7,Southeast
23,7/17/2016,1.02,5787378.41,1883575.14,1304616.13,95086.4,2504100.74,1822960,665247.85,15892.89,conventional,2016,2,Summer,7,West
23,7/17/2016,1.33,139949.09,5230.59,67804.19,1.59,66912.72,16340.21,50572.51,0,organic,2016,2,Summer,7,GreatLakes
23,7/17/2016,1.59,118719.38,3707.88,49191.43,4810.24,61009.83,36568.73,24441.1,0,organic,2016,2,Summer,7,Midsouth
23,7/17/2016,2.07,149636.3,6081.81,28783.38,3117.39,111653.72,101869.15,9784.57,0,organic,2016,2,Summer,7,Northeast
23,7/17/2016,1.47,12521.46,0,199.58,0,12321.88,12321.88,0,0,organic,2016,2,Summer,7,NorthernNewEngland
23,7/17/2016,1.76,46645.35,3982.86,22440.03,886.04,19336.42,13280.84,6055.58,0,organic,2016,2,Summer,7,Plains
23,7/17/2016,1.21,118903.02,44998.45,6759.41,0,67145.16,47727.73,19417.43,0,organic,2016,2,Summer,7,SouthCentral
23,7/17/2016,1.45,71665.65,15952.32,12582.02,1043.27,42088.04,27168.06,14919.98,0,organic,2016,2,Summer,7,Southeast
23,7/17/2016,1.85,179798.46,51709.18,80874.26,91.31,47123.71,23318.33,23805.38,0,organic,2016,2,Summer,7,West
22,7/24/2016,1.32,3212818.19,457452.9,1381175.94,293304.81,1080884.54,743699.41,242488.33,94696.8,conventional,2016,2,Summer,7,GreatLakes
22,7/24/2016,1.32,2914817.51,611049.2,1286835.89,133520.1,883412.32,738517.02,97932.68,46962.62,conventional,2016,2,Summer,7,Midsouth
22,7/24/2016,1.54,3834290.51,220814.35,2172523.13,63713.79,1377239.24,1287855.02,36043.62,53340.6,conventional,2016,2,Summer,7,Northeast
22,7/24/2016,1.36,463062.51,83734.79,244441.34,7567.92,127318.46,122744.69,3.77,4570,conventional,2016,2,Summer,7,NorthernNewEngland
22,7/24/2016,1.22,1807152.43,650651.58,565159.06,7416.64,583925.15,527519.74,18858.31,37547.1,conventional,2016,2,Summer,7,Plains
22,7/24/2016,0.97,5528475.32,3073632.24,1095930.61,29835.26,1329077.21,1169824.57,105002.77,54249.87,conventional,2016,2,Summer,7,SouthCentral
22,7/24/2016,1.17,3381732.73,1485492.18,845297.22,21369.68,1029573.65,657021.42,314632.79,57919.44,conventional,2016,2,Summer,7,Southeast
22,7/24/2016,1.08,5556043.02,1812625.23,1301287.98,96068.39,2346061.42,1664867.92,664224.62,16968.88,conventional,2016,2,Summer,7,West
22,7/24/2016,1.67,112800.57,5835.96,65676.84,11.15,41276.62,23564.35,17712.27,0,organic,2016,2,Summer,7,GreatLakes
22,7/24/2016,1.75,103128.79,3832.04,54656.68,5019.61,39620.46,32405.39,7215.07,0,organic,2016,2,Summer,7,Midsouth
22,7/24/2016,1.89,88923.85,5082.1,26745.37,2320.66,54775.72,51249.16,3526.56,0,organic,2016,2,Summer,7,Northeast
22,7/24/2016,1.13,5882.29,0,287.29,0,5595,5589.25,5.75,0,organic,2016,2,Summer,7,NorthernNewEngland
22,7/24/2016,1.63,56114.01,4090.81,23351.98,78.91,28592.31,19205.27,9387.04,0,organic,2016,2,Summer,7,Plains
22,7/24/2016,1.21,136429.31,53040.76,6134.35,0,77254.2,65513.34,11740.86,0,organic,2016,2,Summer,7,SouthCentral
22,7/24/2016,1.67,68443.21,15723.85,15761.64,968.77,35988.95,33725.71,2263.24,0,organic,2016,2,Summer,7,Southeast
22,7/24/2016,1.88,168610.5,49512.52,69123.8,186.93,49787.25,33356.15,16431.1,0,organic,2016,2,Summer,7,West
21,7/31/2016,1.34,3013426.04,448128.25,1374844.51,207792.14,982661.14,742994.62,212638.07,27028.45,conventional,2016,2,Summer,7,GreatLakes
21,7/31/2016,1.35,2787002.19,612846.55,1247700.03,127238.92,799216.69,705609.86,74747.99,18858.84,conventional,2016,2,Summer,7,Midsouth
21,7/31/2016,1.6,3813808.25,224803.7,2213892.51,57230.15,1317881.89,1265795.04,33486.76,18600.09,conventional,2016,2,Summer,7,Northeast
21,7/31/2016,1.49,435129.36,79930.71,239638.1,6617.7,108942.85,107009.09,3.76,1930,conventional,2016,2,Summer,7,NorthernNewEngland
21,7/31/2016,1.25,1716384.76,658829.43,526275.28,7471.62,523808.43,471473.75,17633.77,34700.91,conventional,2016,2,Summer,7,Plains
21,7/31/2016,0.98,5130900.02,2925166.29,1026989.3,25254.69,1153489.74,969970.7,169617.21,13901.83,conventional,2016,2,Summer,7,SouthCentral
21,7/31/2016,1.18,3329108.94,1502915.49,710445.49,18938.44,1096809.52,724983.8,322569.05,49256.67,conventional,2016,2,Summer,7,Southeast
21,7/31/2016,1.1,5463799.79,1874227.32,1254400.92,95280.92,2239890.63,1730972.57,505626.06,3292,conventional,2016,2,Summer,7,West
21,7/31/2016,1.66,116608.12,5611.64,67958.96,25.44,43012.08,20164.41,22847.67,0,organic,2016,2,Summer,7,GreatLakes
21,7/31/2016,1.56,113650.17,4140.74,54282.79,4197.48,51029.16,32863.37,18165.79,0,organic,2016,2,Summer,7,Midsouth
21,7/31/2016,1.87,73835.93,5541.31,26016.6,1541.33,40736.69,40157.15,579.54,0,organic,2016,2,Summer,7,Northeast
21,7/31/2016,1.1,4845.69,0,214.28,0,4631.41,4631.41,0,0,organic,2016,2,Summer,7,NorthernNewEngland
21,7/31/2016,1.72,53685.87,4040.29,21221.96,2115.7,26307.92,16898.32,9409.6,0,organic,2016,2,Summer,7,Plains
21,7/31/2016,1.22,142770.97,51129.16,5389.19,0,86252.62,72360.02,13892.6,0,organic,2016,2,Summer,7,SouthCentral
21,7/31/2016,1.62,67427.23,13672.33,15899.54,1036.72,36818.64,29716.26,7102.38,0,organic,2016,2,Summer,7,Southeast
21,7/31/2016,1.65,189615.28,50386.72,54278.15,106.15,84844.26,29501.17,55343.09,0,organic,2016,2,Summer,7,West
20,8/7/2016,1.33,3106108.92,449400.31,1387946.82,219477.32,1049284.47,767194.17,255073.17,27017.13,conventional,2016,2,Summer,8,GreatLakes
20,8/7/2016,1.3,2900751.48,680835.87,1274555.63,119737.55,825622.43,718727.95,96534.22,10360.26,conventional,2016,2,Summer,8,Midsouth
20,8/7/2016,1.47,4024822.13,304604.68,2245559.82,59915.16,1414742.47,1335096.5,58406.29,21239.68,conventional,2016,2,Summer,8,Northeast
20,8/7/2016,1.41,457429.1,113313.11,241098.25,5883.79,97133.95,96888.95,0,245,conventional,2016,2,Summer,8,NorthernNewEngland
20,8/7/2016,1.17,1979362.94,859776.14,534861.87,6165.29,578559.64,535419.49,19900.67,23239.48,conventional,2016,2,Summer,8,Plains
20,8/7/2016,0.93,5647940.41,3263106.78,1162455.32,24523.4,1197854.91,1035007.77,149412.38,13434.76,conventional,2016,2,Summer,8,SouthCentral
20,8/7/2016,1.18,3419326.48,1628428.39,687208.05,18597.99,1085092.05,710559.72,328992.05,45540.28,conventional,2016,2,Summer,8,Southeast
20,8/7/2016,0.95,6596769.24,2858873.86,1399000.87,94460.71,2244433.8,1668013.4,571941.45,4478.95,conventional,2016,2,Summer,8,West
20,8/7/2016,1.57,126449.62,6209.59,65472.42,6.36,54761.25,14322.22,40439.03,0,organic,2016,2,Summer,8,GreatLakes
20,8/7/2016,1.49,134739.2,3361.9,61854.47,5109.87,64412.96,33686.14,30726.82,0,organic,2016,2,Summer,8,Midsouth
20,8/7/2016,1.88,87942.88,6862.76,28661.46,1614,50804.66,50509,295.66,0,organic,2016,2,Summer,8,Northeast
20,8/7/2016,1.28,5685.2,1.28,245.36,0,5438.56,5438.56,0,0,organic,2016,2,Summer,8,NorthernNewEngland
20,8/7/2016,1.81,52811.38,5184.94,21425.91,2732.05,23468.48,14422.61,9045.87,0,organic,2016,2,Summer,8,Plains
20,8/7/2016,1.26,138004.86,44893.49,5386.67,0,87724.7,52854.44,34870.26,0,organic,2016,2,Summer,8,SouthCentral
20,8/7/2016,1.39,84966.16,13026.73,17547.61,1150.44,53241.38,27465.39,25775.99,0,organic,2016,2,Summer,8,Southeast
20,8/7/2016,1.7,177284.38,49438.88,53061.67,94.46,74689.37,39122.15,35567.22,0,organic,2016,2,Summer,8,West
19,8/14/2016,1.3,3134414.15,459026.42,1316694.09,217555.14,1141138.5,875058.46,239773.16,26306.88,conventional,2016,2,Summer,8,GreatLakes
19,8/14/2016,1.29,2901786.65,666957.64,1211099.91,107539.52,916189.58,825797.1,87262.48,3130,conventional,2016,2,Summer,8,Midsouth
19,8/14/2016,1.37,4195423.29,316873.28,2323362.26,40749.92,1514437.83,1435534.01,63918.41,14985.41,conventional,2016,2,Summer,8,Northeast
19,8/14/2016,1.21,463651.71,114823.86,226795.01,5813.05,116219.79,114464.79,0,1755,conventional,2016,2,Summer,8,NorthernNewEngland
19,8/14/2016,1.12,1873446.99,882147.93,435932.3,6193.74,549173.02,525124.87,16834.48,7213.67,conventional,2016,2,Summer,8,Plains
19,8/14/2016,0.94,5385035.37,3062124.27,1103047.73,21617.07,1198246.3,1034294.77,157809.8,6141.73,conventional,2016,2,Summer,8,SouthCentral
19,8/14/2016,1.09,4230674.67,2241425,738177.11,15287.26,1235785.3,745879.1,467642.03,22264.17,conventional,2016,2,Summer,8,Southeast
19,8/14/2016,1,6127060.42,2524278.53,1212034.14,122056.89,2268690.86,1560891.12,706937.47,862.27,conventional,2016,2,Summer,8,West
19,8/14/2016,1.67,116220.19,6686.26,68598.93,6.35,40928.65,14160.18,26768.47,0,organic,2016,2,Summer,8,GreatLakes
19,8/14/2016,1.62,112079.18,5109.11,54891.79,3514.77,48563.51,32201.94,16361.57,0,organic,2016,2,Summer,8,Midsouth
19,8/14/2016,1.85,76276.8,7745.48,27894.37,1324.71,39312.24,38367.69,944.55,0,organic,2016,2,Summer,8,Northeast
19,8/14/2016,1.4,8519.17,1.28,310.54,0,8207.35,8207.35,0,0,organic,2016,2,Summer,8,NorthernNewEngland
19,8/14/2016,1.82,53866.63,5829.03,22762.76,4411.5,20863.34,10714.01,10149.33,0,organic,2016,2,Summer,8,Plains
19,8/14/2016,0.98,278711.99,76071.17,5041.32,0,197599.5,189805.15,7794.35,0,organic,2016,2,Summer,8,SouthCentral
19,8/14/2016,1.63,70790.98,13080.44,14578.13,820.66,42311.75,34013.16,8298.59,0,organic,2016,2,Summer,8,Southeast
19,8/14/2016,1.75,176385.1,44064.59,63383.04,117.36,68820.11,51024.36,17795.75,0,organic,2016,2,Summer,8,West
18,8/21/2016,1.34,2933973.86,450526.72,1308748.45,180362.15,994336.54,756135.72,215616.75,22584.07,conventional,2016,2,Summer,8,GreatLakes
18,8/21/2016,1.27,2840526.38,684458.46,1180365.78,96330.92,879371.22,774039.71,94491.42,10840.09,conventional,2016,2,Summer,8,Midsouth
18,8/21/2016,1.4,4127080.33,247658.58,2351280.09,25740.08,1502401.58,1384984.59,97632.72,19784.27,conventional,2016,2,Summer,8,Northeast
18,8/21/2016,1.34,413497.16,95074.76,197872.17,4669.14,115881.09,114415.93,30.16,1435,conventional,2016,2,Summer,8,NorthernNewEngland
18,8/21/2016,1.21,1693418.62,748383.14,445643.2,5418.75,493973.53,461318.07,12246.86,20408.6,conventional,2016,2,Summer,8,Plains
18,8/21/2016,0.87,5682046.61,3137489.03,1105902.29,25630.41,1413024.88,1245189.33,153644.22,14191.33,conventional,2016,2,Summer,8,SouthCentral
18,8/21/2016,1.11,3716886.69,1923227.36,648951.54,13450.33,1131257.46,827154.53,276587.65,27515.28,conventional,2016,2,Summer,8,Southeast
18,8/21/2016,0.93,6290164.89,2887138.23,1153539.96,91408.86,2158077.84,1621159.84,535021.55,1896.45,conventional,2016,2,Summer,8,West
18,8/21/2016,1.65,119045.99,6118.03,69626.28,41.27,43260.41,18251.44,25008.97,0,organic,2016,2,Summer,8,GreatLakes
18,8/21/2016,1.65,122874.61,5502.21,51927.71,3270.04,62174.65,46959.29,15215.36,0,organic,2016,2,Summer,8,Midsouth
18,8/21/2016,1.75,106119.98,7701.71,29626.17,1174.63,67617.47,66877.32,740.15,0,organic,2016,2,Summer,8,Northeast
18,8/21/2016,1.43,11826.44,2.54,240.06,0,11583.84,11583.84,0,0,organic,2016,2,Summer,8,NorthernNewEngland
18,8/21/2016,1.8,51545.86,7264.64,21638.51,525.6,22117.11,12589.18,9527.93,0,organic,2016,2,Summer,8,Plains
18,8/21/2016,0.97,247621.32,67192.31,4365.3,0,176063.71,170028.41,6035.3,0,organic,2016,2,Summer,8,SouthCentral
18,8/21/2016,1.65,64499.62,11946.01,13428.48,712.1,38413.03,32410.75,6002.28,0,organic,2016,2,Summer,8,Southeast
18,8/21/2016,1.82,144812.23,43598.18,50611.87,104.26,50497.92,31310.25,19187.67,0,organic,2016,2,Summer,8,West
17,8/28/2016,1.27,3025330.44,456513.05,1330166.96,166364.88,1072285.55,841776.91,207892.75,22615.89,conventional,2016,2,Summer,8,GreatLakes
17,8/28/2016,1.3,2799097.68,745329.31,1165119.09,67370.64,821278.64,738431.65,65178.37,17668.62,conventional,2016,2,Summer,8,Midsouth
17,8/28/2016,1.4,4309301.79,490786.03,2495011.21,68592.79,1254911.76,1164225.11,71526.98,19159.67,conventional,2016,2,Summer,8,Northeast
17,8/28/2016,1.08,573338.65,211564.36,287750.3,4901.82,69122.17,67069.76,22.41,2030,conventional,2016,2,Summer,8,NorthernNewEngland
17,8/28/2016,1.22,1693969.47,823545.19,462409.58,5248.8,402765.9,358451.47,31890.92,12423.51,conventional,2016,2,Summer,8,Plains
17,8/28/2016,0.84,5775721.7,3166009.65,1144644.7,17935.73,1447131.62,1259357.5,142470.58,45303.54,conventional,2016,2,Summer,8,SouthCentral
17,8/28/2016,1.11,3580022.43,1919441.39,610781.64,10303.2,1039496.2,738943.52,290855.73,9696.95,conventional,2016,2,Summer,8,Southeast
17,8/28/2016,0.96,6114187.88,2276321.08,1334700.26,93943.34,2409223.2,1478205.23,928604.86,2413.11,conventional,2016,2,Summer,8,West
17,8/28/2016,1.29,151771.49,7010.98,66489.42,9.54,78261.55,11614.2,66647.35,0,organic,2016,2,Summer,8,GreatLakes
17,8/28/2016,1.51,121291.96,3600.52,49796.26,2525.75,65369.43,36632.95,28736.48,0,organic,2016,2,Summer,8,Midsouth
17,8/28/2016,1.84,71636.65,4850.25,24189.84,1136.25,41460.31,41025.5,434.81,0,organic,2016,2,Summer,8,Northeast
17,8/28/2016,1.51,8866.2,1.25,235.2,0,8629.75,8629.75,0,0,organic,2016,2,Summer,8,NorthernNewEngland
17,8/28/2016,1.67,54112.35,5905.64,22226.82,309.42,25670.47,9529.41,16141.06,0,organic,2016,2,Summer,8,Plains
17,8/28/2016,1.04,180003.45,48259.41,4469.44,8.79,127265.81,120903.43,6362.38,0,organic,2016,2,Summer,8,SouthCentral
17,8/28/2016,1.41,68341.93,8134.62,14259.48,625.61,45322.22,27669.13,17653.09,0,organic,2016,2,Summer,8,Southeast
17,8/28/2016,1.92,125950.35,37698.95,56204.07,486.07,31561.26,23214.22,8347.04,0,organic,2016,2,Summer,8,West
16,9/4/2016,1.3,3084199.23,512921.31,1430594.08,158776.84,981907,779092.84,197492.55,5321.61,conventional,2016,3,Fall,9,GreatLakes
